"","IBNR","CL","ODP","EV","DP"
"404",8627,8187.5,8165.38467680028,8136.08643931177,8623.81445927717
"405",8248,7805.5,7769.82315477947,7728.26332599681,8141.23759553408
"406",8080,7791,7762.47697397439,7752.31448321417,7999.13371674603
"407",8239,7731,7711.27331095442,7696.01824084399,7933.96025225603
"408",8407,7799,7772.57302373841,7766.86554545128,8535.03038337085
"409",6547,7652.5,7652.3285861058,7648.50893386013,7778.36197062444
"410",9779,7998,7953.93643771259,7969.68193078343,8612.86576679075
"411",10078,8967.5,8935.35771872462,8902.76807187507,9586.46381649311
"412",7806,7506,7505.62545684477,7475.06049123702,7904.57962934827
"413",8937,8748.5,8720.45325753179,8736.15286773723,9253.7013402116
"414",9186,9824,9768.91564310663,9799.61590169921,10033.3075355778
"415",8197,7476.5,7474.77130688905,7476.61159611287,7684.48917199694
"416",8750,8332,8274.68799073204,8249.62319200194,8585.82095008991
"417",7653,7617,7592.05985035984,7575.65677696588,7930.40679162518
"418",7579,7265.5,7221.50858401679,7214.24592699101,7432.49606293269
"419",9432,8316,8245.06332123947,8209.32302337362,9139.82866320395
"420",8326,7466,7488.62252211115,7453.83272067618,8070.5724682165
"421",7180,7912,7895.18343581118,7873.46301778286,8091.06578690199
"422",7927,7876.5,7854.08327353498,7866.35752386403,8028.39431694108
"423",9390,8795.5,8727.36787390205,8753.49459916017,9351.26592719304
"424",8075,8251.5,8214.83852058373,8216.91038799447,8599.01587470055
"425",8511,8906,8866.37270394774,8838.7637504799,9140.18451348857
"426",8406,8049,8020.38193148411,8000.24669706293,8760.78229475765
"427",6697,6696,6702.22437928999,6667.58543100364,6891.96520535386
"428",7052,7231.5,7180.80851744746,7163.45358252979,7356.20185868268
"429",8013,7249,7233.28717035641,7186.76576827711,7847.03907133189
"430",6773,6719,6691.06710934939,6646.96889958501,7020.81638771812
"431",8526,6356,6342.92376714509,6301.32757279779,6846.44432058526
"432",7175,8039,8006.93466006756,8007.15813781837,8079.90878325935
"433",8098,8213.5,8153.4542387028,8150.50200076379,8812.724028796
"434",7568,7604,7532.83973995164,7572.19645674388,7792.11359572023
"435",7839,8395,8398.58404537292,8402.84540186308,8543.54670421885
"436",8588,7655.5,7622.02960916406,7622.95088267913,8161.19750774056
"437",8085,7947,7899.25143687303,7877.25472252037,8250.32529403136
"438",8559,8939.5,8895.8049195429,8900.21297379602,9232.67220028482
"439",7237,7833.5,7794.28950027228,7777.10301111492,8010.97560592897
"440",7161,7548.5,7515.8361076298,7498.8251859043,7872.6857696287
"441",8107,7036.5,6977.54342045767,6977.25367880612,7229.96850758042
"442",9268,9079.5,9024.50824888894,9027.26310226685,9346.07849974735
"443",7559,7665.5,7652.67640419725,7651.45116446929,7918.93226434005
"444",8766,7913,7874.0741391679,7884.79426093153,8248.40041747524
"445",7975,7451,7430.02255426844,7414.84888339412,7774.0956355453
"446",8596,7576.5,7556.63429220398,7539.75765202702,8071.42006218743
"447",7912,8478.5,8441.39613955022,8439.49914501065,8893.91301200919
"448",7110,7573.5,7541.83566567231,7513.57445015823,7649.13354832785
"449",8387,8328,8252.8235251352,8257.99261116453,8981.72973492126
"450",7879,7826,7829.04468281201,7849.8712361426,8040.92100032566
"451",8946,9082.5,9056.63974935446,9031.39290701273,9216.51739934429
"452",8307,8095.5,8146.40102696136,8054.26527172705,8952.61882609761
"453",9353,9067,9010.37490574015,9021.41325377411,9223.48550978168
"454",7408,8103.5,8085.91942889326,8077.04497651415,8133.77924283765
"455",7523,7719,7696.77126647851,7677.25495265743,7910.03001120296
"456",8125,7561,7554.99774340749,7562.29331186434,7991.34597049703
"457",9153,8264,8249.32932841533,8220.33610871178,8763.89774654439
"458",7955,7980.5,7963.30263826578,7940.71043602762,8300.59803101349
"459",8365,7713.5,7707.91445041392,7687.86180307432,7962.18463436421
"460",7353,7481.5,7464.96411081553,7456.96064734473,7583.8615646811
"461",8601,8939,8893.95295850693,8910.211185174,9538.05869064998
"462",8458,7259.5,7226.13121348026,7193.38595394309,7720.71506423553
"463",9708,7212.5,7202.1477984073,7179.81047983228,7868.81652249411
"464",7362,7720.5,7721.8024862912,7711.34368183622,8085.36285753207
"465",8548,8918.5,8901.710109691,8909.74388143299,9148.68165490024
"466",7432,7060.5,7035.59487299645,7029.54674737113,7282.53549588341
"467",8392,7389,7358.85068767212,7337.84558948732,7499.29426980759
"468",8547,7411.5,7383.40560738364,7451.77945807938,7667.26247104249
"469",8026,7583.5,7560.39430998584,7534.5491137396,8043.93562344789
"470",6605,6390,6365.29927594283,6383.0826490593,6557.91404467191
"471",8225,7676,7647.77091881559,7644.14619923267,8102.73208711958
"472",9253,8452.5,8437.14529570022,8419.71617307492,8484.36167368927
"473",7661,8086.5,8062.7719159479,8018.87210393758,8426.58642835031
"474",7773,7907.5,7879.3079900349,7842.60677979064,8139.77806169022
"475",8054,7822.5,7780.59015987786,7766.79679603001,8363.28195706713
"476",8029,8167,8132.93852304155,8130.64081255182,8452.17724374541
"477",6776,7791.5,7753.96134150009,7735.50676276959,8192.25561921092
"478",8157,7706.5,7631.92594944089,7625.69284862376,8254.8970509898
"479",7068,7639,7631.87469149281,7600.79713685433,7845.46660941874
"480",8564,8069.5,8030.01750982779,7989.45333558846,8068.37353134143
"481",7834,7809.5,7772.71358220807,7755.77239890664,8068.97226700585
"482",5396,6672.5,6655.54083539266,6654.38593843065,6738.88683092778
"483",9254,9693.5,9617.98860491072,9597.01316983202,9977.03685797464
"484",7614,8846.5,8806.91931193998,8768.93553177353,8889.86950362023
"485",8870,7953.5,7956.61599510851,7932.99376676066,8302.75175273212
"486",8078,7821,7793.17465089633,7770.83012025533,7931.41986886024
"487",7546,7810.5,7808.79577857003,7787.47877662758,7995.29716114246
"488",8277,8731,8710.75892604255,8704.76022104202,9115.40407729479
"489",7886,8061,8050.33618054199,8076.5648011682,8218.63223913718
"490",8125,8129.5,8160.16279720478,8109.5250391126,8501.52612358867
"491",10310,9035,9059.13971145677,9024.36323269567,9667.64201181282
"492",7385,8821,8775.96401427631,8789.5773710893,9034.07380235565
"493",8668,8197,8158.0506157565,8132.33541590277,8344.15499571067
"494",7866,8588.5,8567.19758630523,8581.5946816501,8716.43446336601
"495",7399,6900.5,6863.05545342241,6858.24857335342,7133.89438892157
"496",7489,7221.5,7211.93889879288,7188.13075076661,7466.52052360031
"497",9257,7624,7575.3971708727,7573.06020918988,7865.97994250606
"498",7586,6723.5,6702.24152783381,6699.63511252224,7031.42110729124
"499",7076,7888.5,7868.32877452842,7865.22337831002,8099.06893193798
"500",8961,8381.5,8343.90519766203,8332.68055035369,8659.35921235412
"501",8419,7895.5,7886.00543388865,7886.61165349986,7889.22887243053
"502",7844,7859,7840.12159926189,7839.87910161419,7682.40124215251
"503",8291,7533,7510.62867125828,7502.72740736198,7882.52999850352
"504",7930,7199,7179.54125506346,7208.29217605022,7676.7210410072
"505",8010,7835,7787.75830475233,7788.0300795147,8148.94420481499
"506",7009,7192,7178.13868948182,7162.59224164688,7471.65907500741
"507",8238,7728,7722.43108852959,7689.17765274202,7929.92751381319
"508",7730,7532,7507.87813103972,7483.19677480502,7929.89070267322
"509",7542,7050.5,7055.53605523575,7067.32139111986,7255.17569695367
"510",7651,8465.5,8417.1736795002,8392.03132072977,8699.38730796666
"511",7494,8006,8003.8443275129,8001.28107504055,8206.50618027075
"512",7856,8149,8142.69814211989,8148.39972212712,8463.74423595883
"513",8388,7093.5,7053.3035513304,7045.98332350888,7438.22207637836
"514",8450,7959,7936.59072357744,7960.09095723403,8499.37009245357
"515",9124,9108.5,9073.04681873786,9066.43541652447,9329.7897937646
"516",8713,8491,8472.26068983651,8432.51353007183,9021.6519907623
"517",8907,8692.5,8661.5467688341,8626.29204852356,8815.88640021761
"518",7213,7607.5,7558.92609750925,7548.69844011148,7651.23576341739
"519",6850,6978,6951.52704737875,6935.56771346788,7090.42970514003
"520",9650,9678.5,9574.04413740072,9581.16089590851,10187.934926459
"521",7730,7184,7172.20508514248,7184.3947446452,7529.47129338076
"522",8339,8204.5,8187.99201444876,8168.35139542672,8497.45042909231
"523",8114,8137.5,8092.71105231154,8119.31399795746,8601.29832556754
"524",8410,6870,6841.66679280546,6854.83117555613,6984.37274674113
"525",7383,7289,7238.06711068386,7245.69663735615,7765.67526988365
"526",8104,9218,9173.88517748645,9161.82240070614,9523.62109257805
"527",8051,7189.5,7176.79300071093,7145.10801926271,7560.92364347221
"528",8360,7497,7479.28463390281,7475.19793290023,7665.92752764968
"529",8220,7735.5,7703.08532303439,7690.24194589635,8144.44082853781
"530",7117,8777.5,8722.07785042523,8716.15466008302,8957.17538139543
"531",8340,7795.5,7808.26492157696,7793.32136427484,8190.72355597303
"532",8676,8554.5,8540.97842578271,8531.26908511839,8879.3648304733
"533",8363,9167,9162.70040323027,9114.72569410523,9826.83960042459
"534",8367,7484,7455.01722959825,7413.32971336046,8041.24353625888
"535",8042,7363,7315.17014707181,7310.44751841678,7782.81136000832
"536",9579,9131,9103.40109853668,9103.2470887439,9448.9573083621
"537",8209,7457.5,7419.00296964023,7403.22627164002,7789.81888359793
"538",8820,7830.5,7798.66151741643,7786.11522876569,8226.65589196423
"539",7995,8789.5,8745.26989888025,8746.91043088005,8991.28183407153
"540",8101,7394,7354.55216930732,7354.30788377179,7633.63467897179
"541",9154,9081.5,9062.47784286493,9005.75462954529,9428.86942845497
"542",9094,8399,8422.98093607433,8393.15395389289,8604.07463777682
"543",6660,7527,7514.07653055142,7511.31188106412,7797.18987940797
"544",7271,7697.5,7704.93089494561,7685.82216551461,7836.52378388324
"545",7666,7379.5,7328.37651754658,7315.83752897528,7675.21590501668
"546",8442,7501,7463.81350341703,7467.36181811156,7982.72284142858
"547",8920,9139.5,9105.03505016402,9081.88225160002,9411.13317542764
"548",8757,9412.5,9368.5614983246,9377.21911521116,9584.67738663954
"549",8321,8763.5,8718.2267494907,8729.55829572692,9101.49617263887
"550",6726,7281.5,7273.23324943382,7261.60485458838,7361.57112683745
"551",8076,7868.5,7823.68587882935,7801.13817286548,8294.73362720673
"552",6852,7101,7087.21492379455,7063.66624385274,7201.21439702665
"553",8373,7928,7879.21775100869,7891.78168787253,8164.58471495729
"554",8749,7676,7643.97630605863,7686.90168109218,7910.14108500176
"555",7043,7875.5,7860.10623939323,7858.42586002039,8164.74279653721
"556",7424,7049,7028.10776856266,7018.71938641752,7304.72828342039
"557",9026,8121.5,8071.75642760014,8096.17979785887,8643.86357637268
"558",8159,8250,8229.14128751919,8168.36456162925,8549.12430134435
"559",7420,7141,7088.38736290762,7088.45679268036,7743.51410026154
"560",8269,8526.5,8504.17669008473,8476.54504983389,8734.51258891932
"561",7673,7337,7279.92135424662,7264.83422380669,7587.79045780895
"562",7574,7261,7242.46683070066,7247.41115930515,7706.34800837962
"563",8992,8609,8573.77276088288,8606.51897161189,8902.74858472247
"564",7127,7043,7023.16659970315,7004.03262215423,7367.81459492608
"565",7174,7361,7347.68986047918,7361.23807260187,7540.04474040215
"566",8570,7600.5,7602.41292929688,7565.18436117714,8052.48841870437
"567",7442,6807,6769.76695719987,6726.41916572267,6986.01268077055
"568",7105,7617.5,7572.3276817911,7578.02380294059,7798.75079493044
"569",7701,7511,7493.35805528843,7459.03995654025,7976.37299897074
"570",8575,7999,7972.90975056853,7941.71171757215,8499.92870207218
"571",8934,8128,8122.39316866874,8114.72104238581,8662.41538997518
"572",8868,6864,6823.31284309728,6838.51151810446,7491.19150788387
"573",8323,8137.5,8103.22218208279,8080.00877798385,8446.91560246833
"574",8431,8650.5,8593.45516044506,8606.85175113104,9057.76991475304
"575",9315,8782,8746.01915853409,8740.07146002478,9201.53035190381
"576",8413,7500,7459.12118985172,7435.56441256901,8064.97787456466
"577",7122,8446.5,8400.12577442678,8406.41120292848,8561.57531780761
"578",7745,8011.5,7985.15814675179,7962.23394089967,8061.86078235374
"579",8007,7730.5,7688.97812564011,7710.52386844542,8003.94371435401
"580",8617,8291,8263.2026595678,8247.51072180338,8582.47854422363
"581",8752,8659.5,8636.62711483398,8622.6203291871,9119.81598919509
"582",6687,7416,7361.6185886166,7343.6469040855,7725.82622277841
"583",7605,8473,8414.04683110701,8375.38575437758,8649.91398786851
"584",8439,8480.5,8465.81241586795,8438.07373185916,8996.87292683667
"585",7652,8387,8383.32164796107,8370.65448096189,8569.49189237992
"586",7968,7487,7449.20357789218,7423.12383235379,7760.05104512589
"587",7456,7881.5,7851.75279053695,7824.4666107225,8278.883329235
"588",8155,7308.5,7288.43498519628,7265.82500161266,7580.91567747619
"589",8384,7490.5,7455.23468487199,7462.42860298274,8022.06952905937
"590",8049,7856.5,7837.66428844494,7845.62325465317,8065.63413699979
"591",6996,7171,7141.82986655876,7128.35773663641,7616.66246163059
"592",7925,8268.5,8215.66661878909,8218.02084774857,8687.70824663179
"593",7736,7085,7071.93815486096,7081.08347065664,7357.91187247286
"594",7814,7682.5,7679.32101805002,7676.24806707105,7868.44416186638
"595",7939,7920.5,7879.16349636768,7876.95626424212,8268.59546253217
"596",7301,6776,6765.55035957984,6783.8841968856,6975.6200971608
"597",7356,7222,7179.80348045147,7150.58582300984,7526.15640358014
"598",9039,8591.5,8563.93294995992,8559.74086336266,8842.4021468978
"599",7754,7863,7809.23342231515,7795.54082774766,8237.83357949453
"600",7411,8337,8305.19255503912,8293.20510029019,8434.47957101343
"601",6821,8531,8455.75320320257,8428.69089327386,8801.75089672803
"602",9568,8889,8828.93624920816,8825.52017693068,9173.11389733983
"603",9085,7821.5,7805.51422551983,7796.55222309718,8379.53254145704
"604",8637,7959,7920.91580974741,7926.19840748737,8213.52386335566
"605",8623,7829,7734.08573021257,7726.96041751782,8510.45179666516
"606",8892,7707,7684.59451281734,7664.15189416983,7911.48965761588
"607",8536,8366.5,8323.40675444184,8293.6065835372,8545.02935048762
"608",8025,7203.5,7161.97396425711,7166.87717863154,7710.8283871378
"609",7418,7913.5,7894.93137593964,7871.75555862593,7964.70573558376
"610",8093,8882,8896.30359630351,8857.30229394897,8994.93054210358
"611",7174,7021.5,6999.68893579175,7023.23540987326,7316.22827616019
"612",7698,7120.5,7042.01112154176,7073.84709285308,7473.01985648302
"613",9893,7861,7837.03902982233,7808.48888574034,8486.26854239048
"614",7835,8412,8380.31024884464,8377.8500159016,8611.68461337465
"615",8406,8870.5,8775.77402239642,8776.5339810704,9201.98371498141
"616",9018,8234.5,8220.7085536794,8183.4972012818,8768.51440787175
"617",7411,7952,7930.76692165313,7909.27806549539,8120.72151784464
"618",8396,8338,8327.66023644308,8293.72313399691,9025.54526711917
"619",10847,9119,9105.32786802111,9101.88627086993,10136.5063748346
"620",10091,7942.5,7931.27327545434,7952.64537648944,8376.33064779056
"621",7566,7162.5,7117.44423170502,7140.46658029795,7290.59613646657
"622",8728,7920.5,7881.46072311791,7852.35704619384,8240.24319052686
"623",7691,6946,6911.77248066913,6921.51195727614,7020.89828032954
"624",7993,8411.5,8364.70300484052,8317.21932059096,8628.55116006658
"625",10067,8582.5,8565.9332573814,8550.95907798203,9090.47499787461
"626",7692,8133.5,8133.28085933157,8105.42742745192,8383.24102756654
"627",7594,7193,7166.31050316172,7131.994996525,7404.82326283851
"628",7790,7285,7235.04030297129,7261.45339386144,7699.37652154818
"629",8529,7963,7964.94957302239,7939.51948967513,8272.84734484004
"630",7718,7383,7359.81839634099,7356.11238754108,7658.97830107224
"631",7741,7268,7239.7162097486,7220.09201061833,7725.4602732636
"632",8465,7080,7017.7010059365,6996.87321928029,7343.30271867441
"633",7400,7217.5,7196.60138539083,7176.71624713008,7562.37625414848
"634",7861,7536.5,7506.22854783194,7503.25887165597,8102.56730874496
"635",8396,7592,7564.28700467343,7562.20088824818,7808.02235882339
"636",8499,9191.5,9136.98215131395,9158.1175497962,9709.29694531644
"637",8594,8739,8710.07384392414,8728.2931004263,9009.32856864265
"638",9491,8628,8599.33486225457,8540.96870533612,9332.81045418948
"639",7674,9362.5,9315.62834216888,9299.44787431008,9229.60762095329
"640",7292,6928,6898.7413039868,6896.47668260257,7117.92042040329
"641",9359,8984.5,8969.11345598608,8975.49140770533,9184.8641094987
"642",7830,7453,7438.99794780121,7408.96724293447,7883.31541257988
"643",8023,7765.5,7724.29573752646,7689.29113285052,8190.87632134336
"644",8607,9365.5,9346.20092537772,9340.76492044422,9562.25912020172
"645",7186,7171,7165.56649847427,7147.14502882367,7303.29253021576
"646",6572,7060.5,7042.03448524979,7013.72984932372,7214.28008763964
"647",8808,8750.5,8717.21483319582,8691.72509435602,9046.73742595388
"648",8053,6849.5,6800.94407337175,6784.57659995746,7114.67047653803
"649",6978,8202,8174.25753015668,8144.88967697767,8490.1329075995
"650",7196,6720.5,6687.75822201508,6702.07912741113,6995.76957797606
"651",8222,8083.5,8063.47697913565,8080.86612859469,8360.54013818886
"652",7508,7716.5,7705.49965285567,7724.35212169948,7943.61746686191
"653",8130,7344,7289.95371850912,7298.08398038801,7653.44321559636
"654",8851,8716,8737.37368887733,8702.94733261937,8937.8021297149
"655",7867,8550,8531.93112335684,8510.75790486652,8861.58213076549
"656",9489,8477.5,8409.25212031634,8386.80405658979,8896.76382696471
"657",7626,8206.5,8173.71713033856,8160.29725957469,8626.88952880952
"658",8685,9091.5,9034.76928732413,9028.57762158595,9292.15454013721
"659",7348,7586,7562.44090682183,7543.74812865569,7760.32571176006
"660",7043,8615.5,8590.28310331774,8581.02088568664,8702.96923276694
"661",7137,7766.5,7746.36478120897,7752.98157172309,7905.62012126894
"662",7614,8148,8137.0806264882,8103.62548754788,8700.0791341314
"663",7920,7834,7828.74340016769,7808.90351620854,8004.55648730126
"664",7115,6894,6874.52445320278,6887.81961000804,7024.78419184618
"665",8489,7948.5,7918.17222160804,7902.39905690057,8284.54741454042
"666",8883,7623,7591.28390502148,7557.492498466,8023.35655927936
"667",7380,7511.5,7475.71448933284,7441.61756308877,7717.15011470003
"668",7337,6773,6715.17477632835,6698.89752476819,7162.48414700153
"669",9039,8271,8229.83617828822,8196.31356076727,9011.58419329814
"670",8510,9270,9197.85056592582,9213.47168158129,9672.54043179258
"671",8889,8497,8422.78418492055,8380.12005329361,8950.58691608272
"672",7288,7056,7059.21873444588,7031.62413091116,7337.05153687174
"673",8069,7704.5,7682.69870522802,7663.59429844287,7938.69422700709
"674",8286,7372.5,7329.39495745103,7303.62316245359,8010.88170571075
"675",8003,7928,7851.26122542276,7882.1545501127,8146.80506157495
"676",7531,8907,8825.97381990899,8842.92005053754,8976.00605695372
"677",7965,7166,7182.87763359826,7177.01101807354,7551.03155956357
"678",6366,7380,7351.72719559571,7355.44280748748,7454.25382442946
"679",7041,6694,6651.09440760285,6648.85637398729,6882.08262091733
"680",7901,7814,7795.46138928439,7788.70167204934,8202.43202432443
"681",7561,8113,8075.35838584956,8056.55528986247,8416.94780151233
"682",7496,7730.5,7712.30403622869,7704.18937111324,7916.40304709466
"683",7268,7542.5,7511.39729555053,7509.50782004897,7561.81352530621
"684",9426,8291,8294.46924127653,8254.05131060667,8709.73089501141
"685",7656,7302,7269.21803217703,7255.54792404825,7639.02752533456
"686",7731,8196,8118.16042598822,8108.78999242886,8385.92857993366
"687",7842,8757,8733.07057643136,8728.11002782116,9000.01308434782
"688",7164,7520,7491.66545359412,7473.60908874879,7651.56902805941
"689",8483,7590,7565.93630174092,7565.02075261383,7739.36718244215
"690",8883,7465.5,7428.1740892092,7456.59796405355,7632.5319594942
"691",7645,7423.5,7401.22197675574,7387.4710628655,7782.21663218793
"692",8604,7253.5,7254.42973268829,7219.40457749012,7469.70389231186
"693",8085,7160.5,7174.14821014287,7192.3406140717,7609.13667104833
"694",7346,7681.5,7674.79335892818,7663.42073322934,7901.41487276962
"695",8182,7946.5,7919.69830332145,7895.43912273351,8323.60789036671
"696",8299,7322.5,7298.42777093925,7313.57538732798,7746.21081630696
"697",8186,7422.5,7411.7423388686,7392.46153361,7692.37556046831
"698",8013,7154.5,7138.50748904751,7106.97207321484,7430.96111188856
"699",9642,7741.5,7743.1086460205,7724.18931241481,8378.33993477701
"700",8612,7571,7497.49410812279,7485.53008201226,7925.85029865897
"701",7821,8146,8131.19970654168,8103.89993181358,8252.85634846541
"702",10011,8626,8626.97977038376,8620.48250906869,9420.36008304641
"703",7580,8303,8270.02464589202,8288.4740127635,8723.80831670383
"704",9075,7798.5,7774.86525302857,7774.59064742596,8320.35790825563
"705",8312,7316,7275.95312963948,7267.00122044109,7760.46333220069
"706",7847,9110,9076.83029133067,9069.24765383701,9250.11186456894
"707",7335,7766.5,7748.21238634105,7744.47202353659,7913.97224685091
"708",8981,8864.5,8848.44392728326,8836.90622623875,8983.56745458646
"709",9676,7874,7847.59876709388,7827.40783114601,8303.25613052539
"710",7795,7973.5,7949.00203991397,7934.14658570124,8219.91117076592
"711",7767,7393.5,7367.69928893757,7345.11676406332,7804.74746115011
"712",8403,7684.5,7649.59248694061,7628.12517463815,7842.6628169474
"713",9040,7978,7921.11562469187,7874.89089185493,8482.75357705283
"714",8138,8206,8193.1247515926,8181.68155575818,8469.23408834833
"715",7503,8239,8210.54573761619,8192.53830621801,8569.03515242206
"716",7935,7069,7042.65103867148,7041.92704919788,7311.18952479781
"717",8248,8079,8054.37082337425,8037.52202693949,8503.75235412044
"718",9938,9875,9830.57032828517,9811.29269179001,10169.8854217996
"719",8070,8541.5,8506.5952545118,8506.66500124357,8885.6829448868
"720",7313,7342.5,7348.34913217408,7326.51530781546,7743.44258457331
"721",8416,8470.5,8439.11227377571,8433.31821685097,8811.33146568614
"722",7756,8232,8233.58338085731,8209.11165029693,8322.10825734193
"723",6908,7506,7476.44391550962,7496.52886880704,7990.02814403657
"724",8630,7600.5,7615.96305277997,7585.08706274203,7814.38592001856
"725",7114,7422.5,7402.84915639083,7392.12842945054,7828.49615166634
"726",7599,8400,8409.90621838614,8370.28828529757,8626.21119688069
"727",7059,7647.5,7632.40540728394,7569.01311453385,7842.84152288814
"728",7541,7795,7775.65369407218,7803.0263012081,7975.74887644006
"729",8153,7366,7332.20061039559,7318.59357428416,7697.67854524674
"730",7487,7116,7088.55761722988,7097.50310651537,7311.41651400682
"731",9204,8745.5,8776.59059331708,8765.38661317714,9489.16579138923
"732",7355,7948.5,7907.16094396377,7871.77898872763,8287.20175798242
"733",7325,8207.5,8155.41646066972,8148.24800376409,8533.39112106975
"734",7333,6950,6938.15966056155,6910.33551151686,7193.26578536627
"735",7694,7504.5,7483.52023137049,7483.7630542942,7788.26131393162
"736",7820,8153.5,8113.07627861769,8118.56425433138,8414.63653863459
"737",7625,7174,7147.10903877432,7137.72040523939,7559.19142947353
"738",6362,6809.5,6773.40656880415,6753.61150138433,6852.48067683288
"739",8187,7589,7542.86324361868,7584.33235175953,8245.19694692539
"740",7538,7553.5,7503.79965926688,7485.62016685883,8224.02911103723
"741",6802,7479.5,7463.78226524175,7435.91549195147,7842.32889934171
"742",6935,6923.5,6916.54387395327,6919.1168863961,7108.06592487505
"743",7720,7120.5,7071.00626487147,7068.74266708307,7371.4725815694
"744",9070,7097.5,7051.50456954364,7052.45874593751,7402.63203805408
"745",7843,7253,7242.34861065681,7240.50766279775,7407.71696332784
"746",8825,7889.5,7845.39628889364,7844.61105385361,8571.51957699392
"747",7595,7932,7931.94010855941,7950.97955640216,8043.44912306909
"748",8440,8212.5,8205.39089677779,8192.58058498773,8537.97514343082
"749",8355,8687.5,8636.91407849045,8645.00205350187,9154.33649958506
"750",8588,8508.5,8460.30934543743,8432.81366581003,9138.87309621363
"751",8915,9297,9218.13995505819,9232.00273513616,9507.77848273116
"752",9027,8436,8402.9232910881,8407.80349922672,8704.74391514725
"753",7994,8524,8484.05167266932,8559.50559043982,8517.27650664348
"754",8136,7668,7636.30384725431,7644.90936062322,8029.38893461507
"755",7054,7650,7629.43618657993,7610.78359753014,7715.95810079392
"756",8893,7834,7787.48030252285,7792.96073983873,8126.43843287472
"757",8122,7542,7434.21273119574,7418.12469883134,8164.9389589991
"758",8860,7843.5,7821.57591356233,7808.90855123046,8073.38930467652
"759",7041,7620,7615.00215488632,7608.60237414594,7767.43482477327
"760",8150,7402,7361.14080528114,7337.72924724862,7656.21221978201
"761",7465,7464,7408.0022362044,7390.73943148281,7877.58271544187
"762",7940,6932.5,6891.92787504852,6891.71619716251,7132.58835188514
"763",7968,8303.5,8270.45834704818,8217.65550762747,8802.43592170342
"764",7862,7361,7353.1773034688,7337.81021031599,7736.58400223384
"765",8150,8744.5,8698.38109484526,8666.31115146106,9173.1805747988
"766",7801,8125.5,8083.0100830159,8074.74447681068,8333.7737077743
"767",8257,7877.5,7895.17520666401,7879.1531174046,8122.5386174148
"768",7358,7886.5,7856.90104292543,7857.94391122284,8154.04765227161
"769",7394,7481.5,7471.72276332736,7455.08624407938,7741.9960829039
"770",8306,8211.5,8197.71660517271,8159.41137642277,8384.94727460027
"771",6906,6887.5,6878.99038654761,6901.34562341414,7336.66754667809
"772",8098,8738,8688.09026141964,8643.87522134019,8995.61543320437
"773",8969,7240,7210.90792858201,7201.58624457759,7535.62221401806
"774",7850,8135.5,8100.04371010911,8098.33344234997,8148.70588117653
"775",7424,7184.5,7109.91768172516,7132.90799206114,7497.58765167804
"776",7963,9176.5,9105.35213199204,9103.84328150514,9366.55885676077
"777",10382,9415.5,9347.9250138278,9333.35290882139,9878.01974031908
"778",7620,7105.5,7085.81024166329,7056.84066191119,7409.74544058529
"779",8132,6984.5,6995.94258748639,6981.7277672018,7397.56787500027
"780",7610,7139.5,7123.75349547866,7145.70794417246,7400.6637182055
"781",10049,8086,8040.79714905993,8012.3339343369,8593.38391536488
"782",6575,6611,6580.19353399011,6590.73029842804,6738.81678967205
"783",7433,7754,7727.61206227651,7710.50695495065,7877.01963713116
"784",8150,7415,7372.30420773733,7369.02556384078,7832.25646404304
"785",7992,7796.5,7760.75384629857,7721.5351457056,8117.39490183789
"786",6912,7245,7200.57616815826,7184.21980620026,7482.14240445759
"787",7993,7838.5,7830.77657773811,7803.22672453287,8358.14320407228
"788",9078,9592.5,9561.98590135611,9570.87275546065,9816.51073437545
"789",6986,7148,7118.21051294519,7110.54997294923,7307.75329291334
"790",8503,7428,7406.18081497318,7401.63672983179,7486.39615130346
"791",8929,8659,8633.25471022441,8628.02547396635,9254.96659770061
"792",8013,6725,6712.44188969972,6692.19646851765,7078.11733330772
"793",8360,7409.5,7395.41826500462,7373.17471158872,7822.58546111051
"794",8143,8049.5,7997.44904760037,8005.51051305708,8468.80062234234
"795",7635,7910.5,7859.72082191187,7833.49125370235,8131.71729314615
"796",8984,7616.5,7571.15047194264,7556.19773110445,8146.36286906827
"797",6928,7778.5,7739.15909596247,7768.36462362906,7955.5205643322
"798",8499,6947,6896.6672849707,6939.6118851599,7444.09803211526
"799",10021,8042.5,8018.99009767122,8008.81824309141,8211.08731185774
"800",9287,8599,8591.60880066083,8510.71474181316,9350.77575624339
"801",8858,7270.5,7252.53324676132,7218.38775769024,7735.16042641503
"802",7648,8053.5,8004.58267139936,8006.40205242241,8279.92103863051
"803",7908,7325,7307.85051911945,7304.32673618879,7602.14289732233
"804",7253,7887,7882.69188528862,7886.13310222358,7854.23968396626
"805",8374,7932.5,7922.01131000387,7887.93300451294,8237.95884990745
"806",8147,8111.5,8112.12156889818,8086.50879241158,8328.15036621082
"807",8515,8666.5,8652.07990455709,8652.94175143833,8821.04059107567
"808",8593,7219,7168.83865627927,7133.46671284257,7497.24806205266
"809",7703,7765.5,7690.04658486902,7701.14930562132,8069.0971637103
"810",9106,7269,7266.48296690424,7241.40994594832,7572.63354821729
"811",8630,8006,8007.97826538275,7995.67571460311,8377.55774369311
"812",8934,8122.5,8051.4885884806,8098.76377632052,9035.00753927087
"813",7686,7749.5,7692.58220269625,7703.89221583312,7990.29996105952
"814",8445,8037.5,7987.72644674475,7988.62057882943,8346.27756964824
